Variant,Ticker,Trades,Wins,Losses,Win Rate %,Average Return %,Median Return %,Average R,Median R,Profit Factor,Expectancy R,Average Holding Days,Max Consecutive Losses,Total Net PnL,Candidate Source,Survivorship Bias Warning
T1_10D,SBIN.NS,22,6,16,27.27272727272727,-1.0439840773266589,-2.9030459088115776,-0.34829454597192916,-1.037095527371895,0.541263234946706,-0.34829454597192916,5.863636363636363,5,-5971.579726803516,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,SUNPHARMA.NS,15,5,10,33.33333333333333,-1.0643240335527497,-2.3498899922719936,-0.2474591479812546,-0.5248222089642627,0.560062909299662,-0.2474591479812546,8.066666666666666,4,-2711.0241009480164,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,TCS.NS,17,5,12,29.411764705882355,-0.610223164821075,-2.6760210965352154,-0.22836372777419597,-1.0397608282600883,0.5911518073196687,-0.22836372777419597,6.235294117647059,4,-3533.6181774978727,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,TITAN.NS,23,13,10,56.52173913043478,1.519731609785274,1.378039598998241,0.28248849159019906,0.3345099538097307,1.8026390688741731,0.28248849159019906,7.608695652173913,3,5386.667330914876,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,TMPV.NS,8,2,6,25.0,-1.9366683543919219,-4.531247620301264,-0.4531876516630726,-1.0314754955813097,0.3899526553236976,-0.4531876516630726,5.375,5,-3200.9396062724436,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,WIPRO.NS,17,8,9,47.05882352941176,0.5610601187767106,-0.0961821600737956,0.1500217197501663,-0.01809035408255656,1.3269585411959306,0.1500217197501663,8.0,2,1872.003545564999,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_20D,AXISBANK.NS,23,8,15,34.78260869565217,0.3291025344628116,-3.1407930263587436,0.04151606671350089,-1.033864773540937,1.0752410174229694,0.04151606671350089,7.869565217391305,3,882.3812930190375,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_20D,BEL.NS,10,5,5,50.0,0.6870502555316508,-1.3202334050336602,0.2177393020541163,-0.35949268203400697,1.3860875029577497,0.2177393020541163,8.0,4,1695.5698169074599,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_20D,CIPLA.NS,16,6,10,37.5,0.5256299362755961,-3.1464670692333807,0.09970918650902694,-1.0319623220130603,1.1539650355199345,0.09970918650902694,9.1875,4,1210.2748771873476,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_20D,HAL.NS,9,4,5,44.44444444444444,-0.25214712589464894,-3.8523161937033534,0.12307348182863224,-1.0220814797663538,1.2016852418459834,0.12307348182863224,7.666666666666667,3,866.0637918714676,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
