Experiment ID,Variant,Market Regime,Trades,Wins,Losses,Win Rate %,Average Return %,Median Return %,Average R,Median R,Profit Factor,Expectancy R,Average Holding Days,Max Consecutive Losses,Total Net PnL,Config SHA-256,Data Manifest SHA-256,Survivorship Bias Warning
S221_20110830_20260828_e210057f2894,T1_45D,STRONG BULL,178,77,101,43.258426966292134,0.6986472375037898,-2.679157701277049,0.174200383506191,-1.028069766158295,1.2892896663086415,0.174200383506191,12.438202247191011,7,23462.255358766153,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_63D,BULL,60,25,35,41.66666666666667,0.645014278603265,-2.7351046434378117,0.1327734182027442,-1.0289467618347912,1.1832857463473827,0.1327734182027442,11.866666666666667,6,5502.8658466533125,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_63D,NEUTRAL,98,30,68,30.612244897959183,-0.6986428100127351,-2.9431565914982345,-0.181743238278332,-1.0345801323845318,0.7380697503132889,-0.181743238278332,9.489795918367347,16,-14335.79783943678,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_63D,STRONG BULL,178,76,102,42.69662921348314,0.670152175329551,-2.768245550338347,0.16682796036503386,-1.0289354145990848,1.2724951465732615,0.16682796036503386,12.702247191011235,7,22629.29184701897,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_10D,BULL,64,31,33,48.4375,1.0408943028797832,-0.3714275137613081,0.27259593918364844,-0.07778163923860874,1.6011456542094198,0.27259593918364844,7.46875,5,13541.622385693146,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_10D,NEUTRAL,107,40,67,37.38317757009346,-0.4626632041200134,-2.0487617816871935,-0.12822129561656756,-1.0222487533468094,0.7489828805765858,-0.12822129561656756,6.990654205607477,10,-12282.075052953182,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_10D,STRONG BULL,183,92,91,50.27322404371585,0.7123336090983998,0.1467597856219593,0.16602385113123183,0.035063853314412585,1.414755846391312,0.16602385113123183,7.639344262295082,6,26703.458892147428,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_20D,BULL,59,25,34,42.3728813559322,0.8746970264474271,-2.6512990081591017,0.19545565388353597,-1.0271160843146139,1.2613020667117103,0.19545565388353597,10.711864406779661,6,7530.480789891182,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_20D,NEUTRAL,100,29,71,28.999999999999996,-0.6490499151764554,-2.882700414140295,-0.2024659947790499,-1.035000757417108,0.7335968180031666,-0.2024659947790499,9.68,15,-16311.299355333964,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_20D,STRONG BULL,177,78,99,44.06779661016949,0.9666451710412981,-1.5510265902453404,0.2524310456002138,-0.5027558217440737,1.4920032861335233,0.2524310456002138,11.463276836158192,6,40042.353319338916,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_30D,BULL,59,22,37,37.28813559322034,0.8009101633159459,-2.740976336812042,0.17556924258410822,-1.0305111014955939,1.2166986793627528,0.17556924258410822,13.05084745762712,10,7044.893984857249,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_30D,NEUTRAL,93,24,69,25.806451612903224,-0.7932976033165142,-2.9394322473772667,-0.24325212055058268,-1.036561917202642,0.6805791629695858,-0.24325212055058268,10.720430107526882,15,-18483.845169140568,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_30D,STRONG BULL,176,72,104,40.909090909090914,0.9876850514549305,-2.6889574102213554,0.25637008881242385,-1.0287194836258209,1.4169050656936293,0.25637008881242385,13.556818181818182,7,36635.19381478208,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_45D,BULL,58,21,37,36.206896551724135,0.919499414813467,-2.8267504603744014,0.21159729561050677,-1.031489065469955,1.2758415431096004,0.21159729561050677,14.431034482758621,10,8949.12856255207,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_45D,NEUTRAL,91,20,71,21.978021978021978,-1.001159706077363,-2.9616753225509536,-0.2976527019190092,-1.037937283530749,0.6335581879763127,-0.2976527019190092,11.824175824175825,15,-21471.02883196043,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_45D,STRONG BULL,174,67,107,38.50574712643678,0.9806162187188477,-2.9808600969475423,0.24644765195540264,-1.0310680884020216,1.3783526487388218,0.24644765195540264,15.241379310344827,6,33495.27768771415,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_63D,BULL,59,22,37,37.28813559322034,1.0036696047814342,-2.9125245839367606,0.21841636194546565,-1.0305683541476447,1.284314655780063,0.21841636194546565,14.864406779661017,9,9621.338745136645,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_63D,NEUTRAL,90,19,71,21.11111111111111,-1.0530566187718973,-3.123121590320067,-0.30361627223865495,-1.0377264215862265,0.628566159341522,-0.30361627223865495,12.344444444444445,23,-22570.854441218893,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_63D,STRONG BULL,172,64,108,37.2093023255814,1.0322836874115515,-3.0597524515350036,0.2482011507545621,-1.0331849595484712,1.3617054160960338,0.2482011507545621,16.238372093023255,8,33880.4455839343,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
