Experiment ID,Variant,Ticker,Trades,Wins,Losses,Win Rate %,Average Return %,Median Return %,Average R,Median R,Profit Factor,Expectancy R,Average Holding Days,Max Consecutive Losses,Total Net PnL,Config SHA-256,Data Manifest SHA-256,Survivorship Bias Warning
S221_20110830_20260828_e210057f2894,T1_30D,HAL.NS,9,4,5,44.44444444444444,-0.20378334100263,-3.804221519304013,0.13678518068840317,-1.0222487533468094,1.0804744998686808,0.13678518068840317,7.666666666666667,3,361.98444970060825,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,HCLTECH.NS,20,8,12,40.0,0.08099747797311992,-2.254052909113125,0.04166799746181382,-1.0223756032568811,1.266688438381711,0.04166799746181382,8.85,4,2247.192930143232,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,HDFCBANK.NS,21,9,12,42.857142857142854,0.23979075461606034,-1.0040322779234712,0.1679109292242939,-0.4571506677782838,1.3622159249291013,0.1679109292242939,16.238095238095237,7,2857.218756042476,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,HINDUNILVR.NS,16,8,8,50.0,1.333953933982409,-0.33392909378569247,0.26940762923005457,-0.2639209821246694,1.3542414277185868,0.26940762923005457,11.625,3,2332.729461272188,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,ICICIBANK.NS,27,6,21,22.22222222222222,-1.493575139961973,-3.47909661361507,-0.4787685958609647,-1.038562132183571,0.4227683552899041,-0.4787685958609647,9.407407407407407,14,-9870.68495812041,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,INFY.NS,25,16,9,64.0,2.803275294931857,4.679345983075056,0.6388383192839904,1.467463809182904,2.479351031791765,0.6388383192839904,14.56,3,13262.406937548274,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,ITC.NS,16,7,9,43.75,0.21400241612349713,-2.726806372560076,0.05240244966375718,-1.026538190299172,1.0649492318972817,0.05240244966375718,10.6875,2,505.3488980507093,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,LT.NS,21,6,15,28.57142857142857,-0.9881850739579285,-3.3863439154700146,-0.2005823363680864,-1.0379446488765667,0.7581475795606956,-0.2005823363680864,8.285714285714286,6,-2870.61600208235,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,M&M.NS,18,10,8,55.55555555555556,2.138451920468805,4.0501830866529325,0.6145820638000385,1.2064399475925969,2.2836742400497783,0.6145820638000385,12.166666666666666,3,8597.331943235837,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,MARUTI.NS,19,9,10,47.368421052631575,0.7567200451112241,-0.3158384949434594,0.29865984407503915,-0.06377238763213393,1.3609127973877262,0.29865984407503915,12.368421052631579,5,2390.866912266929,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
