Experiment ID,Variant,Year,Trades,Wins,Losses,Win Rate %,Gross Return %,Net Return %,Average R,Expectancy R,Profit Factor,Max Drawdown %,Ending Equity,Survivorship Bias Warning,Net PnL,Negative Expectancy Flag,Profit Factor Below One Flag,Negative Return Flag,Config SHA-256,Data Manifest SHA-256
S221_20110830_20260828_e210057f2894,T1_30D,2026,8,3,5,37.5,-0.4275371626313102,-1.0338896468067515,-0.13303709986588888,-0.13303709986588888,0.7882362592125524,-2.625895556921365,114618.14280695931,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,-817.0490996004058,True,True,True,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_45D,2011,0,0,0,0.0,0.0,0.0,,,,0.0,100000.0,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,,False,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_45D,2012,21,8,13,38.095238095238095,-1.3798363702095788,-2.07778319138463,-0.11325889692237011,-0.11325889692237011,0.8239899208579994,-6.47711566001038,97922.21680861537,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,-2034.9995713724948,True,True,True,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_45D,2013,23,9,14,39.130434782608695,1.9095108511849843,1.1756114210293989,0.10416848262098242,0.10416848262098242,1.1061043470066725,-4.785327891731894,99073.40157314262,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,1099.6981540065913,False,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_45D,2014,34,20,14,58.82352941176471,16.807457419120674,15.303990805206546,0.6133922624250574,0.6133922624250574,2.3634683405361274,-2.415416680884741,114235.58584030173,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,15516.106114563603,False,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_45D,2015,21,3,18,14.285714285714285,-8.514452719801389,-8.805129110704812,-0.5907078152759352,-0.5907078152759352,0.31901908576494264,-8.824831857277305,104176.99501669314,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,-10403.80968050458,True,True,True,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_45D,2016,17,7,10,41.17647058823529,1.778338071872425,1.2410662091594693,0.10979689750357595,0.10979689750357595,1.1574854511208097,-5.942748741153093,105469.90049956305,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,1292.9054828699032,False,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_45D,2017,20,9,11,45.0,4.329921354809976,3.792388025992399,0.27003960748991385,0.27003960748991385,1.4502517501159469,-4.347041280910668,109469.72837713458,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,3862.75977487306,False,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_45D,2018,24,9,15,37.5,-0.005791561890717754,-0.9627654083547599,-0.03248844523130714,-0.03248844523130714,0.9276836846755073,-5.436769902684569,108415.79169969962,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,-916.8685747364627,True,True,True,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_45D,2019,22,9,13,40.909090909090914,2.2259836477225465,1.1722514248988736,0.08408668394992713,0.08408668394992713,1.1591515361474258,-5.45406449178617,109686.69736271475,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,1637.424744455421,False,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
