Mode,Target,Model Variant,Feature Set,Bucket,Rows,Mean Predicted Probability,Observed Success Rate,Calibration Error
TRANSFER,JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,0,,,
TRANSFER,JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,0,,,
TRANSFER,T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.0-0.1,0,,,
TRANSFER,T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.1-0.2,0,,,
TRANSFER,T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.2-0.3,0,,,
TRANSFER,T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.3-0.4,0,,,
TRANSFER,T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.4-0.5,0,,,
TRANSFER,T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.5-0.6,570,0.56296021529,0.39298245614,0.169977759149
TRANSFER,T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.6-0.7,0,,,
TRANSFER,T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.7-0.8,0,,,
TRANSFER,T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.8-0.9,0,,,
TRANSFER,T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.9-1.0,0,,,
TRANSFER,T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,29,0.0706249384114,0.241379310345,0.170754371933
TRANSFER,T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,97,0.152998991473,0.39175257732,0.238753585846
TRANSFER,T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,119,0.253848457936,0.378151260504,0.124302802569
TRANSFER,T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,135,0.348891710656,0.37037037037,0.0214786597139
TRANSFER,T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,102,0.445488353574,0.421568627451,0.0239197261234
TRANSFER,T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,51,0.545924329049,0.490196078431,0.0557282506172
TRANSFER,T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,30,0.64332958645,0.466666666667,0.176662919783
TRANSFER,T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,5,0.738185207378,0.4,0.338185207378
TRANSFER,T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,0,,,
TRANSFER,T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,2,0.969259638503,0,0.969259638503
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.0-0.1,20,0.0716224630834,0.25,0.178377536917
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.1-0.2,74,0.152282919754,0.364864864865,0.212581945111
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.2-0.3,103,0.25046710615,0.407766990291,0.157299884141
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.3-0.4,146,0.348914466557,0.36301369863,0.0140992320731
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.4-0.5,93,0.449167185212,0.408602150538,0.0405650346745
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.5-0.6,80,0.541462327407,0.4,0.141462327407
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.6-0.7,38,0.650317689676,0.578947368421,0.0713703212553
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.7-0.8,12,0.73375438622,0.25,0.48375438622
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.8-0.9,2,0.814703844434,1,0.185296155566
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.9-1.0,2,0.960700870024,0,0.960700870024
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.0-0.1,0,,,
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.1-0.2,0,,,
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.2-0.3,5,0.294148320508,0.4,0.105851679492
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.3-0.4,438,0.366344000695,0.440639269406,0.0742952687116
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.4-0.5,126,0.428401123761,0.230158730159,0.198242393602
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.5-0.6,1,0.543828105344,0,0.543828105344
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.6-0.7,0,,,
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.7-0.8,0,,,
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.8-0.9,0,,,
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.9-1.0,0,,,
TRANSFER,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,3,0.0912719409607,0.666666666667,0.575394725706
TRANSFER,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,77,0.151323263197,0.415584415584,0.264261152388
TRANSFER,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,139,0.253372394716,0.36690647482,0.113534080104
TRANSFER,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,197,0.346260675142,0.38578680203,0.0395261268887
TRANSFER,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,125,0.439962521596,0.392,0.0479625215957
TRANSFER,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,29,0.52916381961,0.48275862069,0.04640519892
TRANSFER,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,0,,,
TRANSFER,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,0,,,
TRANSFER,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,0,,,
TRANSFER,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,0,,,
TRANSFER,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.0-0.1,0,,,
TRANSFER,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.1-0.2,0,,,
TRANSFER,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.2-0.3,0,,,
TRANSFER,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.3-0.4,570,0.342598218232,0.29298245614,0.0496157620915
TRANSFER,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.4-0.5,0,,,
TRANSFER,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.5-0.6,0,,,
TRANSFER,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.6-0.7,0,,,
TRANSFER,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.7-0.8,0,,,
TRANSFER,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.8-0.9,0,,,
TRANSFER,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.9-1.0,0,,,
TRANSFER,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,103,0.0619439327163,0.242718446602,0.180774513886
TRANSFER,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,131,0.153550544412,0.312977099237,0.159426554824
TRANSFER,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,140,0.25057059871,0.328571428571,0.0780008298616
TRANSFER,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,79,0.348334545639,0.341772151899,0.00656239374025
TRANSFER,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,66,0.44560343954,0.257575757576,0.188027681964
TRANSFER,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,30,0.547224224978,0.266666666667,0.280557558311
TRANSFER,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,16,0.636061557965,0.1875,0.448561557965
TRANSFER,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,3,0.711878410008,0,0.711878410008
TRANSFER,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,2,0.816294034147,0,0.816294034147
TRANSFER,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,0,,,
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.0-0.1,83,0.0626800728541,0.240963855422,0.178283782568
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.1-0.2,110,0.14620766073,0.3,0.15379233927
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.2-0.3,143,0.251843688289,0.307692307692,0.0558486194037
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.3-0.4,89,0.346910885586,0.370786516854,0.0238756312676
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.4-0.5,71,0.44545680195,0.323943661972,0.121513139979
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.5-0.6,48,0.547721273189,0.208333333333,0.339387939856
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.6-0.7,17,0.641523365561,0.176470588235,0.465052777326
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.7-0.8,8,0.727802238853,0.125,0.602802238853
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.8-0.9,1,0.814969115767,0,0.814969115767
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.9-1.0,0,,,
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.0-0.1,0,,,
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.1-0.2,2,0.178089841965,1,0.821910158035
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.2-0.3,177,0.283856338259,0.310734463277,0.0268781250178
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.3-0.4,382,0.329284863463,0.285340314136,0.0439445493269
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.4-0.5,9,0.430153606916,0.111111111111,0.319042495804
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.5-0.6,0,,,
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.6-0.7,0,,,
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.7-0.8,0,,,
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.8-0.9,0,,,
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.9-1.0,0,,,
TRANSFER,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,17,0.0853349875671,0.588235294118,0.502900306551
TRANSFER,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,204,0.154854680507,0.289215686275,0.134361005768
TRANSFER,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,194,0.248357874928,0.314432989691,0.0660751147628
TRANSFER,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,96,0.343377242135,0.25,0.0933772421353
TRANSFER,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,43,0.439375922012,0.255813953488,0.183561968524
TRANSFER,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,15,0.529658361439,0.0666666666667,0.462991694773
TRANSFER,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,1,0.609435370717,1,0.390564629283
TRANSFER,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,0,,,
TRANSFER,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,0,,,
TRANSFER,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,0,,,
