Target,Evaluation Year,Model Variant,Feature Set,Training Rows,Training Positives,Training Negatives,Training Prevalence,Evaluation Scored Rows,Raw Feature Count,Encoded Feature Count,Fit Seconds,Prediction Seconds,Warnings,Convergence Status,Random Seed
T2_BEFORE_STOP_63,2022,RF_FULL,FS3_FULL_SIGNAL_STATE,7253,2551,4702,0.351716531091,896,97,122,5.7614894,0.031552200031,,CONVERGED,42
T2_BEFORE_STOP_63,2023,DUMMY_PRIOR,NONE,7878,2683,5195,0.340568672252,1025,0,0,2.00001522899e-07,6.49999128655e-06,,NOT_APPLICABLE,42
T2_BEFORE_STOP_63,2023,LOGIT_RULE,FS1_RULE_SUMMARY,7878,2683,5195,0.340568672252,1025,5,15,0.0173470000154,0.00442640000256,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2023,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,7878,2683,5195,0.340568672252,1025,92,107,0.569136500009,0.0073503999738,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2023,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,7878,2683,5195,0.340568672252,1025,97,122,0.593917799997,0.00843510002596,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2023,RF_FULL,FS3_FULL_SIGNAL_STATE,7878,2683,5195,0.340568672252,1025,97,122,6.213514,0.0326632999931,,CONVERGED,42
T2_BEFORE_STOP_63,2024,DUMMY_PRIOR,NONE,8605,2911,5694,0.338291690877,1150,0,0,4.00003045797e-07,8.30000499263e-06,,NOT_APPLICABLE,42
T2_BEFORE_STOP_63,2024,LOGIT_RULE,FS1_RULE_SUMMARY,8605,2911,5694,0.338291690877,1150,5,15,0.0203633999918,0.0049602999934,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2024,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,8605,2911,5694,0.338291690877,1150,92,107,0.520607099985,0.00781520002056,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2024,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,8605,2911,5694,0.338291690877,1150,97,122,0.645704799972,0.0081988000311,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2024,RF_FULL,FS3_FULL_SIGNAL_STATE,8605,2911,5694,0.338291690877,1150,97,122,6.68288209999,0.0343620000058,,CONVERGED,42
T2_BEFORE_STOP_63,2025,DUMMY_PRIOR,NONE,9431,3179,6252,0.337079843071,688,0,0,3.00002284348e-07,7.59999966249e-06,,NOT_APPLICABLE,42
T2_BEFORE_STOP_63,2025,LOGIT_RULE,FS1_RULE_SUMMARY,9431,3179,6252,0.337079843071,688,5,15,0.0201026999857,0.00452630000655,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2025,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,9431,3179,6252,0.337079843071,688,92,107,0.600259299972,0.00808920001145,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2025,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,9431,3179,6252,0.337079843071,688,97,122,0.727315400029,0.00712029996794,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2025,RF_FULL,FS3_FULL_SIGNAL_STATE,9431,3179,6252,0.337079843071,688,97,122,7.3922461,0.0286023999797,,CONVERGED,42
T2_BEFORE_STOP_63,2026,DUMMY_PRIOR,NONE,9959,3310,6649,0.332362687017,311,0,0,3.00002284348e-07,7.49999890104e-06,,NOT_APPLICABLE,42
T2_BEFORE_STOP_63,2026,LOGIT_RULE,FS1_RULE_SUMMARY,9959,3310,6649,0.332362687017,311,5,15,0.0207162000006,0.00404689996503,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2026,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,9959,3310,6649,0.332362687017,311,92,107,0.772499000013,0.00573340000119,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2026,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,9959,3310,6649,0.332362687017,311,97,122,0.843664000044,0.00610889995005,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2026,RF_FULL,FS3_FULL_SIGNAL_STATE,9959,3310,6649,0.332362687017,311,97,122,7.7647847,0.0246394999558,,CONVERGED,42
