Target,Model Variant,Feature Set,Scope,Bucket,Rows,Success Rate,Overall Base Rate,Lift
ENTRY_FILLED,DUMMY_PRIOR,NONE,POOLED_OOS,TOP_10_PERCENT,951,0.754994742376,0.752970869702,1.0026878499
ENTRY_FILLED,DUMMY_PRIOR,NONE,POOLED_OOS,TOP_20_PERCENT,1902,0.748159831756,0.752970869702,0.993610592202
ENTRY_FILLED,DUMMY_PRIOR,NONE,POOLED_OOS,BOTTOM_20_PERCENT,1902,0.760778128286,0.752970869702,1.01036860641
ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,TOP_10_PERCENT,951,0.922187171399,0.752970869702,1.2247315381
ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,TOP_20_PERCENT,1902,0.912723449001,0.752970869702,1.21216302745
ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,BOTTOM_20_PERCENT,1902,0.438485804416,0.752970869702,0.582340993603
ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,POOLED_OOS,TOP_10_PERCENT,951,0.923238696109,0.752970869702,1.22612803929
ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,POOLED_OOS,TOP_20_PERCENT,1902,0.910620399579,0.752970869702,1.20937002508
ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,POOLED_OOS,BOTTOM_20_PERCENT,1902,0.441114616193,0.752970869702,0.585832246562
ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,POOLED_OOS,TOP_10_PERCENT,951,0.796004206099,0.752970869702,1.05715139606
ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,POOLED_OOS,TOP_20_PERCENT,1902,0.800210304942,0.752970869702,1.0627374008
ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,POOLED_OOS,BOTTOM_20_PERCENT,1902,0.687171398528,0.752970869702,0.912613523548
ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,TOP_10_PERCENT,951,0.91167192429,0.752970869702,1.21076652627
ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,TOP_20_PERCENT,1902,0.904311251314,0.752970869702,1.20099101798
ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,BOTTOM_20_PERCENT,1902,0.431125131441,0.752970869702,0.572565485317
T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,POOLED_OOS,TOP_10_PERCENT,710,0.485915492958,0.551952629353,0.880357239221
T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,POOLED_OOS,TOP_20_PERCENT,1419,0.486962649753,0.551952629353,0.882254425211
T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,POOLED_OOS,BOTTOM_20_PERCENT,1419,0.54474982382,0.551952629353,0.986950319375
T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,TOP_10_PERCENT,710,0.69014084507,0.551952629353,1.2503624557
T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,TOP_20_PERCENT,1419,0.639887244538,0.551952629353,1.15931551099
T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,BOTTOM_20_PERCENT,1419,0.457364341085,0.551952629353,0.828629698932
T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,POOLED_OOS,TOP_10_PERCENT,710,0.688732394366,0.551952629353,1.24781069559
T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,POOLED_OOS,TOP_20_PERCENT,1419,0.638477801268,0.551952629353,1.15676195259
T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,POOLED_OOS,BOTTOM_20_PERCENT,1419,0.467230443975,0.551952629353,0.846504607691
T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,POOLED_OOS,TOP_10_PERCENT,710,0.666197183099,0.551952629353,1.20698253377
T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,POOLED_OOS,TOP_20_PERCENT,1419,0.658210007047,0.551952629353,1.19251177011
T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,POOLED_OOS,BOTTOM_20_PERCENT,1419,0.427061310782,0.551952629353,0.773728193456
T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,TOP_10_PERCENT,710,0.660563380282,0.551952629353,1.19677549332
T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,TOP_20_PERCENT,1419,0.636363636364,0.551952629353,1.152931615
T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,BOTTOM_20_PERCENT,1419,0.526427061311,0.551952629353,0.95375406025
T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,POOLED_OOS,TOP_10_PERCENT,709,0.258110014104,0.325338600451,0.793358100595
T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,POOLED_OOS,TOP_20_PERCENT,1418,0.226375176305,0.325338600451,0.695814071833
T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,POOLED_OOS,BOTTOM_20_PERCENT,1418,0.44922425952,0.325338600451,1.38078991825
T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,TOP_10_PERCENT,709,0.428772919605,0.325338600451,1.31792821082
