Target,Model Variant,Feature Set,Cohort,Cohort Field,Models Refit for Cohort,Rows,Positive Count,Prevalence,ROC AUC,Average Precision,Brier Score,Brier Benchmark Score,Brier Skill Score vs Training Prior,Log Loss,Accuracy at 0.50,Precision at 0.50,Recall at 0.50,Specificity at 0.50,F1 at 0.50
T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,RESEARCH_EXTENDED,Dataset Cohort,False,6523,3691,0.565843936839,0.571206951709,0.630473876789,0.269522366433,0.246585473864,-0.0930180201207,0.75259625873,0.551126782155,0.617710583153,0.542400433487,0.5625,0.577611079054
T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,BASELINE_PRIMARY,Dataset Cohort,False,570,224,0.39298245614,0.399050371594,0.324115565388,0.246656238909,0.267834612986,0.0790725808033,0.687244213318,0.605263157895,0,0,0.99710982659,0
T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,RESEARCH_EXTENDED,Dataset Cohort,False,6523,3691,0.565843936839,0.60967666235,0.643233403297,0.236990093833,0.246585473864,0.0389129979164,0.666836395514,0.606162808524,0.608175858079,0.854510972636,0.282485875706,0.710600428073
T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,BASELINE_PRIMARY,Dataset Cohort,False,570,224,0.39298245614,0.498838769612,0.420188169022,0.253961003203,0.267834612986,0.0517991667657,0.713757175714,0.605263157895,0.48275862069,0.0625,0.956647398844,0.110671936759
T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,RESEARCH_EXTENDED,Dataset Cohort,False,6523,3691,0.565843936839,0.534974177531,0.612097388982,0.27396669082,0.246585473864,-0.111041484025,0.748685568786,0.509581480914,0.606770833333,0.378759143863,0.680084745763,0.466388657214
T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,BASELINE_PRIMARY,Dataset Cohort,False,570,167,0.29298245614,0.422757462742,0.268287346922,0.210619268393,0.210619268393,0,0.612655427274,0.70701754386,0,0,1,0
T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,RESEARCH_EXTENDED,Dataset Cohort,False,6518,2139,0.328168149739,0.416901568442,0.289506616502,0.221623421182,0.221623421182,0,0.635432689664,0.671831850261,0,0,1,0
T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,BASELINE_PRIMARY,Dataset Cohort,False,570,167,0.29298245614,0.503826094709,0.279694074653,0.236919082649,0.210619268393,-0.124868984952,0.69367678399,0.656140350877,0.21568627451,0.0658682634731,0.900744416873,0.100917431193
T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,RESEARCH_EXTENDED,Dataset Cohort,False,6518,2139,0.328168149739,0.555137727013,0.384203880579,0.239284170703,0.221623421182,-0.0796881007716,0.716765000832,0.658637618902,0.4463840399,0.167367928939,0.898606987897,0.243454607276
T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,BASELINE_PRIMARY,Dataset Cohort,False,570,167,0.29298245614,0.505594270516,0.281156270308,0.237513969038,0.210619268393,-0.12769344823,0.68655050599,0.626315789474,0.189189189189,0.0838323353293,0.85111662531,0.116182572614
T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,RESEARCH_EXTENDED,Dataset Cohort,False,6518,2139,0.328168149739,0.553180470222,0.383783499135,0.239531751059,0.221623421182,-0.0808052225759,0.718969015849,0.659404725376,0.446780551905,0.158952781674,0.903859328614,0.234482758621
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,BASELINE_PRIMARY,Dataset Cohort,False,570,167,0.29298245614,0.46034234261,0.274339737626,0.210973366202,0.210619268393,-0.00168122229102,0.613808386647,0.70701754386,0,0,1,0
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,RESEARCH_EXTENDED,Dataset Cohort,False,6518,2139,0.328168149739,0.530751340843,0.342112170685,0.220732901566,0.221623421182,0.00401816564169,0.633066918829,0.670604479902,0,0,0.998173098881,0
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,BASELINE_PRIMARY,Dataset Cohort,False,570,167,0.29298245614,0.481077547139,0.282164091149,0.224166367262,0.210619268393,-0.0643203206039,0.654497895763,0.685964912281,0.125,0.0119760479042,0.965260545906,0.0218579234973
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,RESEARCH_EXTENDED,Dataset Cohort,False,6518,2139,0.328168149739,0.538260350705,0.377688873303,0.230702002464,0.221623421182,-0.0409639975481,0.668730101059,0.668149739184,0.427710843373,0.0331930808789,0.978305549212,0.0616052060738
