Policy,Breakdown,Value,Trades,Win Rate %,Average Winner,Average Loser,Expectancy R,Median R,Profit Factor,Average Holding Days
D2_BREAK_EVEN_TRAIL,Ticker,TCS.NS,15,26.666666666666668,528.6214371764313,-313.6823740865489,-0.12695521999980255,-0.2821751483373662,0.6128045214999182,5.266666666666667
D2_BREAK_EVEN_TRAIL,Ticker,TITAN.NS,19,26.31578947368421,1224.292713217509,-362.62230022909137,0.12555057767801045,-0.3651058116553233,1.2057929071142206,6.052631578947368
D2_BREAK_EVEN_TRAIL,Ticker,TMPV.NS,3,0.0,,-873.1400496741389,-1.0707402499546317,-1.0326161226313493,0.0,3.0
D2_BREAK_EVEN_TRAIL,Ticker,WIPRO.NS,9,22.22222222222222,990.2472511811286,-373.44151019418047,-0.07629222746475726,-0.4325135386912039,0.7576227557151733,6.222222222222222
D3_PARTIAL_T1_TRAIL,Ticker,AXISBANK.NS,23,30.434782608695656,1535.4833577033826,-542.9820690050357,0.11150810197741863,-0.32627481557238736,1.2371936521332896,6.869565217391305
D3_PARTIAL_T1_TRAIL,Ticker,BEL.NS,9,22.22222222222222,1768.128824717991,-519.7343613907814,-0.005920998658440733,-0.3977113366716376,0.9719958920039585,4.333333333333333
D3_PARTIAL_T1_TRAIL,Ticker,CIPLA.NS,10,40.0,1837.3816425059663,-212.81729943956682,0.7870554790236418,-0.1920823772237069,5.755740244001241,8.6
D3_PARTIAL_T1_TRAIL,Ticker,HAL.NS,10,30.0,1283.3130487896935,-405.99094337624496,0.14009838492404875,-0.2660916565511352,1.3546886096778263,5.3
D3_PARTIAL_T1_TRAIL,Ticker,HCLTECH.NS,15,26.666666666666668,1638.3144085368567,-457.77603863606777,-0.011018876241964067,-0.5011125137885228,1.3014020912680941,7.733333333333333
D3_PARTIAL_T1_TRAIL,Ticker,HDFCBANK.NS,19,21.052631578947366,917.2575124291787,-238.13357111324513,0.05068585784388316,-0.2496283531850756,1.0271630420312576,8.473684210526315
D3_PARTIAL_T1_TRAIL,Ticker,HINDUNILVR.NS,14,21.428571428571427,899.1895486786037,-222.06309874609858,-0.004191444292217211,-0.2869497379162048,1.1043415797614207,6.357142857142857
D3_PARTIAL_T1_TRAIL,Ticker,ICICIBANK.NS,22,13.636363636363635,1573.7573141145233,-383.5593510158412,-0.20147841523014795,-0.41116875863223823,0.6478475790183209,4.909090909090909
D3_PARTIAL_T1_TRAIL,Ticker,INFY.NS,24,37.5,1116.7760264263839,-330.26129381387267,0.28345438310642185,-0.08654668928129014,2.0288953880059077,8.583333333333334
